286,17,2022-02-09,Returned,Cairo,30.00,,18
287,32,2022-02-09,Completed,Cairo,30.00,,10
288,78,2022-02-09,Completed,Ismailia,50.00,,9
289,210,2022-02-09,Pending,Giza,30.00,,11
290,495,2022-02-09,Pending,Giza,30.00,,9
291,117,2022-02-09,Completed,Cairo,30.00,,10
292,145,2022-02-09,Completed,Aswan,50.00,,11
293,160,2022-02-09,Completed,Alexandria,50.00,,3
294,239,2022-02-10,Completed,Giza,30.00,,3
295,322,2022-02-10,Completed,Mansoura,50.00,,9
296,448,2022-02-10,Pending,Giza,30.00,,9
297,24,2022-02-10,Completed,Alexandria,50.00,,9
298,107,2022-02-10,Completed,Mansoura,50.00,,9
299,10,2022-02-10,Completed,Cairo,30.00,,8
300,8,2022-02-10,Completed,Luxor,50.00,,3
301,203,2022-02-10,Completed,Alexandria,50.00,,11
302,448,2022-02-10,Completed,Cairo,30.00,,3
303,393,2022-02-10,Cancelled,Mansoura,50.00,,9
304,443,2022-02-10,Completed,Alexandria,50.00,,18
305,128,2022-02-11,Completed,Giza,30.00,,11
306,162,2022-02-11,Completed,Cairo,30.00,,9
307,63,2022-02-11,Completed,Cairo,30.00,,18
308,346,2022-02-11,Completed,Cairo,30.00,,8
309,346,2022-02-11,Completed,Alexandria,50.00,,9
310,50,2022-02-11,Completed,Tanta,50.00,,3
311,152,2022-02-12,Completed,Giza,30.00,,18
312,398,2022-02-12,Completed,Cairo,30.00,,8
313,31,2022-02-12,Completed,Alexandria,50.00,,18
314,176,2022-02-12,Completed,Cairo,30.00,,9
315,229,2022-02-12,Completed,Alexandria,50.00,,10
316,94,2022-02-12,Completed,Cairo,30.00,,3
317,418,2022-02-12,Completed,Tanta,50.00,,10
318,59,2022-02-12,Completed,Mansoura,50.00,,9
319,217,2022-02-12,Completed,Cairo,30.00,,11
320,184,2022-02-12,Returned,Mansoura,50.00,,3
321,94,2022-02-12,Completed,Cairo,30.00,,18
322,158,2022-02-13,Cancelled,Alexandria,50.00,,9
323,58,2022-02-13,Completed,Mansoura,50.00,,9
324,270,2022-02-13,Completed,Cairo,30.00,,9
325,300,2022-02-13,Completed,Luxor,50.00,,3
326,179,2022-02-13,Completed,Alexandria,50.00,,3
327,54,2022-02-13,Completed,Tanta,50.00,,9
328,221,2022-02-13,Pending,Cairo,30.00,,8
329,241,2022-02-13,Completed,Cairo,30.00,,18
330,76,2022-02-13,Completed,Cairo,30.00,,10
331,162,2022-02-14,Pending,Luxor,50.00,,9
332,146,2022-02-14,Cancelled,Cairo,30.00,,3
333,243,2022-02-14,Completed,Alexandria,50.00,,11
334,261,2022-02-14,Completed,Cairo,30.00,,3
335,24,2022-02-14,Completed,Cairo,30.00,,9
336,50,2022-02-15,Completed,Cairo,30.00,,10
337,24,2022-02-15,Completed,Cairo,30.00,,9
338,41,2022-02-15,Completed,Cairo,30.00,,18
339,497,2022-02-15,Cancelled,Aswan,50.00,,3
340,319,2022-02-15,Pending,Ismailia,50.00,,3
341,304,2022-02-16,Completed,Cairo,30.00,,18
342,185,2022-02-16,Completed,Alexandria,50.00,,11
343,301,2022-02-16,Completed,Cairo,30.00,,3
344,96,2022-02-16,Completed,Tanta,50.00,,10
345,192,2022-02-16,Cancelled,Cairo,30.00,,11
346,70,2022-02-16,Cancelled,Suez,50.00,,10
347,478,2022-02-16,Completed,Alexandria,50.00,,10
348,302,2022-02-16,Completed,Cairo,30.00,,3
349,228,2022-02-16,Completed,Giza,30.00,,11
350,442,2022-02-16,Pending,Aswan,50.00,,3
351,468,2022-02-17,Completed,Cairo,30.00,,9
352,408,2022-02-17,Completed,Ismailia,50.00,,9
353,347,2022-02-17,Completed,Cairo,30.00,,3
354,41,2022-02-17,Completed,Assiut,50.00,,3
355,318,2022-02-17,Completed,Tanta,50.00,,11
356,116,2022-02-17,Completed,Cairo,30.00,,8
357,282,2022-02-18,Completed,Cairo,30.00,,9
358,69,2022-02-18,Completed,Giza,30.00,,8
359,135,2022-02-18,Completed,Mansoura,50.00,,3
360,357,2022-02-18,Completed,Cairo,30.00,,8
361,188,2022-02-18,Completed,Ismailia,50.00,,18
362,19,2022-02-18,Pending,Cairo,30.00,,10
363,453,2022-02-18,Completed,Suez,50.00,,18
364,21,2022-02-18,Completed,Alexandria,50.00,,3
365,83,2022-02-18,Completed,Assiut,50.00,,10
366,362,2022-02-19,Returned,Alexandria,50.00,,8
367,146,2022-02-19,Completed,Aswan,50.00,,10
368,80,2022-02-19,Completed,Tanta,50.00,,18
369,181,2022-02-20,Completed,Giza,30.00,,9
370,127,2022-02-20,Completed,Cairo,30.00,,8
371,82,2022-02-20,Completed,Damietta,50.00,,9
372,66,2022-02-20,Completed,Alexandria,50.00,,18
373,173,2022-02-20,Completed,Alexandria,50.00,,9
374,89,2022-02-20,Cancelled,Cairo,30.00,,11
375,196,2022-02-20,Completed,Aswan,50.00,,18
376,217,2022-02-20,Completed,Alexandria,50.00,,10
377,87,2022-02-22,Completed,Alexandria,50.00,,10
378,32,2022-02-22,Completed,Cairo,30.00,,11
379,385,2022-02-22,Completed,Giza,30.00,,18
380,99,2022-02-22,Completed,Cairo,30.00,,8
381,68,2022-02-22,Pending,Giza,30.00,,11
382,237,2022-02-22,Completed,Tanta,50.00,,10
383,264,2022-02-22,Completed,Cairo,30.00,,18
384,130,2022-02-22,Completed,Mansoura,50.00,,8
385,7,2022-02-23,Completed,Cairo,30.00,,9
386,405,2022-02-23,Completed,Tanta,50.00,,3
387,54,2022-02-23,Cancelled,Assiut,50.00,,8
388,19,2022-02-23,Completed,Aswan,50.00,,3
389,411,2022-02-23,Completed,Giza,30.00,,11
390,337,2022-02-23,Returned,Alexandria,50.00,,3
391,408,2022-02-23,Completed,Giza,30.00,,8
392,319,2022-02-23,Completed,Alexandria,50.00,,8
393,85,2022-02-24,Completed,Alexandria,50.00,,18
394,64,2022-02-24,Completed,Alexandria,50.00,,8
395,473,2022-02-24,Completed,Cairo,30.00,,11
396,3,2022-02-24,Completed,Cairo,30.00,,10
397,74,2022-02-24,Completed,Ismailia,50.00,,9
398,71,2022-02-24,Completed,Alexandria,50.00,,8
399,174,2022-02-25,Completed,Alexandria,50.00,,9
400,201,2022-02-25,Completed,Cairo,30.00,,10
401,192,2022-02-25,Completed,Luxor,50.00,,11
402,427,2022-02-25,Completed,Cairo,30.00,,11
403,178,2022-02-25,Cancelled,Cairo,30.00,,10
404,81,2022-02-25,Pending,Alexandria,50.00,,10
405,344,2022-02-25,Completed,Cairo,30.00,,8
406,44,2022-02-25,Completed,Luxor,50.00,,18
407,80,2022-02-25,Returned,Cairo,30.00,,11
408,86,2022-02-25,Completed,Cairo,30.00,,9
409,25,2022-02-25,Completed,Cairo,30.00,,11
410,76,2022-02-25,Completed,Alexandria,50.00,,18
411,44,2022-02-25,Completed,Alexandria,50.00,,11
412,64,2022-02-25,Completed,Giza,30.00,,8
413,387,2022-02-26,Completed,Luxor,50.00,,11
414,17,2022-02-26,Completed,Giza,30.00,,10
415,324,2022-02-27,Cancelled,Cairo,30.00,,3
416,98,2022-02-27,Completed,Cairo,30.00,,18
417,40,2022-02-28,Completed,Cairo,30.00,,10
418,95,2022-02-28,Completed,Luxor,50.00,,9
419,373,2022-02-28,Pending,Giza,30.00,,8
420,140,2022-02-28,Completed,Cairo,30.00,,11
421,208,2022-02-28,Pending,Tanta,50.00,,3
422,225,2022-02-28,Completed,Assiut,50.00,,18
423,87,2022-02-28,Completed,Cairo,30.00,,9
424,60,2022-02-28,Completed,Giza,30.00,,8
425,101,2022-02-28,Pending,Cairo,30.00,,10
426,379,2022-02-28,Completed,Alexandria,50.00,,18
427,7,2022-03-01,Completed,Cairo,30.00,,18
428,32,2022-03-01,Completed,Giza,30.00,,11
429,104,2022-03-01,Returned,Damietta,50.00,,8
430,223,2022-03-01,Cancelled,Assiut,50.00,,18
431,388,2022-03-01,Completed,Damietta,50.00,,10
432,92,2022-03-01,Completed,Cairo,30.00,,8
433,223,2022-03-02,Completed,Cairo,30.00,,8
434,273,2022-03-02,Pending,Cairo,30.00,,8
435,462,2022-03-02,Pending,Cairo,30.00,,3
436,11,2022-03-02,Pending,Assiut,50.00,,10
437,334,2022-03-02,Completed,Alexandria,50.00,,8
438,121,2022-03-02,Cancelled,Alexandria,50.00,,10
439,327,2022-03-02,Completed,Alexandria,50.00,,9
440,348,2022-03-02,Completed,Cairo,30.00,,11
441,308,2022-03-03,Completed,Giza,30.00,,8
442,38,2022-03-03,Completed,Giza,30.00,,8
443,100,2022-03-03,Completed,Cairo,30.00,,8
444,56,2022-03-04,Completed,Alexandria,50.00,,9
445,372,2022-03-04,Completed,Alexandria,50.00,,10
446,185,2022-03-04,Completed,Tanta,50.00,,11
447,44,2022-03-04,Completed,Giza,30.00,,3
448,390,2022-03-04,Completed,Cairo,30.00,,11
449,119,2022-03-04,Pending,Alexandria,50.00,,11
450,338,2022-03-04,Completed,Cairo,30.00,,11
451,33,2022-03-04,Completed,Mansoura,50.00,,3
452,45,2022-03-04,Pending,Alexandria,50.00,,18
453,206,2022-03-04,Completed,Assiut,50.00,,10
454,270,2022-03-05,Completed,Cairo,30.00,,3
455,157,2022-03-05,Pending,Cairo,30.00,,10
456,101,2022-03-05,Completed,Giza,30.00,,3
457,193,2022-03-06,Pending,Alexandria,50.00,,8
458,16,2022-03-06,Completed,Luxor,50.00,,18
459,472,2022-03-06,Completed,Alexandria,50.00,,10
460,21,2022-03-06,Completed,Cairo,30.00,,11
461,391,2022-03-06,Returned,Cairo,30.00,,11
462,436,2022-03-06,Completed,Suez,50.00,,8
463,366,2022-03-06,Completed,Damietta,50.00,,3
464,98,2022-03-07,Completed,Damietta,50.00,,10
465,76,2022-03-07,Completed,Giza,30.00,,10
466,152,2022-03-07,Completed,Giza,30.00,,10
467,46,2022-03-07,Cancelled,Cairo,30.00,,8
468,32,2022-03-07,Cancelled,Cairo,30.00,,11
469,139,2022-03-07,Completed,Luxor,50.00,,18
470,231,2022-03-07,Cancelled,Assiut,50.00,,9
471,352,2022-03-08,Completed,Cairo,30.00,,3
472,200,2022-03-08,Cancelled,Cairo,30.00,,8
473,181,2022-03-08,Returned,Cairo,30.00,,10
474,37,2022-03-08,Completed,Alexandria,50.00,,3
475,275,2022-03-08,Completed,Cairo,30.00,,3
476,176,2022-03-08,Pending,Cairo,30.00,,10
477,95,2022-03-08,Returned,Cairo,30.00,,18
478,273,2022-03-08,Completed,Cairo,30.00,,11
479,492,2022-03-08,Completed,Cairo,30.00,,10
480,78,2022-03-08,Completed,Alexandria,50.00,,18
481,230,2022-03-09,Completed,Luxor,50.00,,10
482,61,2022-03-09,Completed,Cairo,30.00,,9
483,161,2022-03-09,Completed,Cairo,30.00,,3
484,64,2022-03-09,Completed,Cairo,30.00,,8
485,218,2022-03-09,Completed,Alexandria,50.00,,3
486,51,2022-03-09,Completed,Luxor,50.00,,10
487,86,2022-03-09,Completed,Giza,30.00,,11
488,247,2022-03-09,Completed,Cairo,30.00,,10
489,66,2022-03-09,Cancelled,Alexandria,50.00,,10
490,373,2022-03-09,Completed,Alexandria,50.00,,11
491,54,2022-03-09,Cancelled,Luxor,50.00,,18
492,495,2022-03-10,Completed,Alexandria,50.00,,11
493,70,2022-03-10,Completed,Tanta,50.00,,8
494,79,2022-03-10,Completed,Ismailia,50.00,,8
495,76,2022-03-10,Completed,Cairo,30.00,,8
496,158,2022-03-10,Completed,Alexandria,50.00,,10
497,59,2022-03-10,Completed,Aswan,50.00,,10
498,47,2022-03-10,Completed,Cairo,30.00,,18
499,467,2022-03-10,Completed,Cairo,30.00,,3
500,7,2022-03-10,Completed,Cairo,30.00,,10
501,349,2022-03-10,Returned,Cairo,30.00,,9
502,140,2022-03-11,Completed,Giza,30.00,,9
503,131,2022-03-11,Completed,Giza,30.00,,11
504,143,2022-03-11,Completed,Ismailia,50.00,,10
505,445,2022-03-11,Pending,Giza,30.00,,8
506,428,2022-03-11,Completed,Cairo,30.00,,8
507,224,2022-03-11,Completed,Giza,30.00,,10
508,318,2022-03-12,Completed,Cairo,30.00,,9
509,72,2022-03-12,Pending,Giza,30.00,,3
510,246,2022-03-13,Completed,Cairo,30.00,,10
511,146,2022-03-13,Completed,Cairo,30.00,,10
512,214,2022-03-13,Completed,Alexandria,50.00,,18
513,10,2022-03-13,Completed,Giza,30.00,,18
514,190,2022-03-13,Completed,Suez,50.00,,10
515,84,2022-03-14,Completed,Assiut,50.00,,8
516,198,2022-03-14,Completed,Cairo,30.00,,18
517,9,2022-03-14,Returned,Giza,30.00,,11
518,29,2022-03-14,Completed,Giza,30.00,,11
519,198,2022-03-14,Completed,Cairo,30.00,,9
520,449,2022-03-14,Completed,Alexandria,50.00,,9
521,97,2022-03-15,Completed,Cairo,30.00,,18
522,59,2022-03-15,Completed,Alexandria,50.00,,18
523,32,2022-03-15,Completed,Cairo,30.00,,9
524,24,2022-03-15,Completed,Giza,30.00,,3
525,93,2022-03-15,Completed,Cairo,30.00,,8
526,270,2022-03-15,Pending,Giza,30.00,,18
527,14,2022-03-15,Completed,Cairo,30.00,,9
528,59,2022-03-15,Completed,Cairo,30.00,,8
529,25,2022-03-16,Completed,Tanta,50.00,,10
530,57,2022-03-16,Pending,Giza,30.00,,10
531,36,2022-03-16,Completed,Assiut,50.00,,8
532,385,2022-03-16,Returned,Cairo,30.00,,3
533,62,2022-03-16,Pending,Cairo,30.00,,18
534,100,2022-03-16,Returned,Suez,50.00,,10
535,32,2022-03-17,Completed,Assiut,50.00,,3
536,9,2022-03-17,Completed,Alexandria,50.00,,18
537,30,2022-03-17,Completed,Cairo,30.00,,11
538,189,2022-03-17,Completed,Giza,30.00,,18
539,480,2022-03-17,Completed,Alexandria,50.00,,10
540,126,2022-03-17,Completed,Alexandria,50.00,,10
541,478,2022-03-17,Completed,Cairo,30.00,,9
542,190,2022-03-18,Returned,Giza,30.00,,11
543,53,2022-03-18,Completed,Alexandria,50.00,,9
544,66,2022-03-18,Completed,Cairo,30.00,,18
545,358,2022-03-18,Returned,Alexandria,50.00,,10
546,35,2022-03-18,Completed,Cairo,30.00,,10
547,102,2022-03-18,Pending,Cairo,30.00,,18
548,137,2022-03-19,Cancelled,Giza,30.00,,3
549,383,2022-03-19,Completed,Giza,30.00,,18
550,12,2022-03-19,Pending,Cairo,30.00,,3
551,162,2022-03-19,Completed,Alexandria,50.00,,11
552,125,2022-03-19,Completed,Alexandria,50.00,,8
553,66,2022-03-19,Completed,Cairo,30.00,,3
554,52,2022-03-19,Completed,Tanta,50.00,,9
555,204,2022-03-20,Completed,Assiut,50.00,,9
556,197,2022-03-20,Completed,Alexandria,50.00,,18
557,12,2022-03-20,Cancelled,Alexandria,50.00,,8
558,202,2022-03-20,Completed,Suez,50.00,,3
559,19,2022-03-20,Completed,Aswan,50.00,,11
560,415,2022-03-20,Completed,Aswan,50.00,,10
561,115,2022-03-20,Pending,Cairo,30.00,,10
562,199,2022-03-20,Completed,Alexandria,50.00,,18
563,92,2022-03-20,Returned,Cairo,30.00,,8
564,25,2022-03-20,Completed,Cairo,30.00,,18
565,166,2022-03-21,Pending,Alexandria,50.00,,3
566,26,2022-03-21,Completed,Assiut,50.00,,10
567,49,2022-03-21,Completed,Alexandria,50.00,,11
568,265,2022-03-21,Completed,Cairo,30.00,,3
569,91,2022-03-21,Returned,Cairo,30.00,,18
570,228,2022-03-21,Completed,Aswan,50.00,,11
571,160,2022-03-22,Pending,Suez,50.00,,8
572,159,2022-03-22,Completed,Cairo,30.00,,8
573,4,2022-03-22,Completed,Cairo,30.00,,9
574,56,2022-03-22,Cancelled,Giza,30.00,,3
575,51,2022-03-22,Returned,Cairo,30.00,,10
576,420,2022-03-22,Completed,Cairo,30.00,,9
577,464,2022-03-23,Completed,Tanta,50.00,,3
578,58,2022-03-23,Completed,Alexandria,50.00,,8
579,203,2022-03-23,Completed,Alexandria,50.00,,8
580,98,2022-03-23,Completed,Alexandria,50.00,,3
581,12,2022-03-23,Completed,Giza,30.00,,11
582,268,2022-03-23,Pending,Giza,30.00,,18
583,130,2022-03-23,Pending,Ismailia,50.00,,18
584,343,2022-03-23,Completed,Luxor,50.00,,10
585,463,2022-03-24,Cancelled,Assiut,50.00,,3
586,191,2022-03-24,Cancelled,Alexandria,50.00,,8
587,140,2022-03-24,Completed,Tanta,50.00,,10
588,5,2022-03-24,Cancelled,Cairo,30.00,,11
589,426,2022-03-24,Completed,Cairo,30.00,,10
590,50,2022-03-25,Pending,Assiut,50.00,,18
591,66,2022-03-25,Completed,Mansoura,50.00,,9
592,89,2022-03-25,Cancelled,Suez,50.00,,18
593,48,2022-03-25,Completed,Mansoura,50.00,,10
594,203,2022-03-25,Completed,Cairo,30.00,,10
595,133,2022-03-25,Returned,Cairo,30.00,,10
596,405,2022-03-25,Completed,Tanta,50.00,,18
597,36,2022-03-25,Pending,Cairo,30.00,,9
598,274,2022-03-25,Completed,Cairo,30.00,,10
599,69,2022-03-26,Completed,Cairo,30.00,,10
600,19,2022-03-26,Completed,Alexandria,50.00,,9
601,26,2022-03-26,Completed,Tanta,50.00,,10
602,108,2022-03-26,Returned,Ismailia,50.00,,11
603,182,2022-03-26,Completed,Cairo,30.00,,10
604,159,2022-03-26,Returned,Damietta,50.00,,9
605,47,2022-03-27,Completed,Alexandria,50.00,,18
606,452,2022-03-27,Completed,Ismailia,50.00,,3
607,67,2022-03-27,Completed,Cairo,30.00,,18
608,160,2022-03-27,Completed,Mansoura,50.00,,8
609,3,2022-03-27,Pending,Cairo,30.00,,3
610,64,2022-03-27,Completed,Ismailia,50.00,,10
611,406,2022-03-27,Completed,Giza,30.00,,11
612,52,2022-03-27,Cancelled,Cairo,30.00,,18
613,175,2022-03-27,Returned,Cairo,30.00,,8
614,29,2022-03-28,Cancelled,Giza,30.00,,8
615,383,2022-03-28,Completed,Alexandria,50.00,,10
616,100,2022-03-28,Pending,Cairo,30.00,,9
617,325,2022-03-28,Completed,Luxor,50.00,,11
618,88,2022-03-28,Completed,Cairo,30.00,,8
619,270,2022-03-29,Completed,Cairo,30.00,,10
620,202,2022-03-29,Completed,Alexandria,50.00,,3
621,361,2022-03-29,Completed,Alexandria,50.00,,18
622,62,2022-03-29,Completed,Cairo,30.00,,18
623,58,2022-03-29,Completed,Tanta,50.00,,8
624,377,2022-03-29,Completed,Tanta,50.00,,8
625,467,2022-03-29,Completed,Giza,30.00,,10
626,65,2022-03-30,Completed,Cairo,30.00,,9
627,156,2022-03-30,Completed,Alexandria,50.00,,11
628,464,2022-03-30,Completed,Luxor,50.00,,9
629,465,2022-03-30,Completed,Giza,30.00,,9
630,221,2022-03-30,Returned,Giza,30.00,,3
631,304,2022-03-30,Cancelled,Cairo,30.00,,3
632,326,2022-03-30,Completed,Alexandria,50.00,,9
633,183,2022-03-31,Completed,Luxor,50.00,,11
634,219,2022-03-31,Returned,Alexandria,50.00,,10
635,16,2022-03-31,Completed,Suez,50.00,,10
636,26,2022-03-31,Completed,Cairo,30.00,,9
637,31,2022-03-31,Completed,Luxor,50.00,,3
638,368,2022-03-31,Completed,Tanta,50.00,,8
639,3,2022-03-31,Completed,Cairo,30.00,,9
640,393,2022-03-31,Completed,Alexandria,50.00,,11
641,396,2022-04-01,Completed,Giza,30.00,,3
642,191,2022-04-01,Completed,Assiut,50.00,,18
643,269,2022-04-01,Completed,Giza,30.00,,8
644,48,2022-04-01,Returned,Damietta,50.00,,3
645,434,2022-04-01,Completed,Cairo,30.00,,11
646,15,2022-04-01,Completed,Alexandria,50.00,,8
647,343,2022-04-01,Completed,Cairo,30.00,,11
648,198,2022-04-02,Returned,Cairo,30.00,,8
649,61,2022-04-02,Completed,Suez,50.00,,10
650,249,2022-04-02,Completed,Giza,30.00,,10
651,214,2022-04-02,Completed,Ismailia,50.00,,10
652,21,2022-04-02,Completed,Giza,30.00,,10
653,219,2022-04-02,Pending,Damietta,50.00,,9
654,10,2022-04-02,Completed,Giza,30.00,,10
655,41,2022-04-02,Completed,Damietta,50.00,,3
656,193,2022-04-02,Completed,Assiut,50.00,,8
657,447,2022-04-02,Completed,Tanta,50.00,,8
658,208,2022-04-03,Completed,Giza,30.00,,3
659,245,2022-04-03,Pending,Cairo,30.00,,3
660,273,2022-04-03,Completed,Cairo,30.00,,3
661,95,2022-04-03,Completed,Alexandria,50.00,,10
662,21,2022-04-03,Completed,Luxor,50.00,,18
663,290,2022-04-03,Completed,Cairo,30.00,,18
664,202,2022-04-03,Completed,Aswan,50.00,,10
665,42,2022-04-03,Completed,Ismailia,50.00,,11
666,38,2022-04-04,Completed,Cairo,30.00,,18
667,123,2022-04-04,Completed,Ismailia,50.00,,18
668,457,2022-04-04,Completed,Giza,30.00,,9
669,74,2022-04-05,Completed,Alexandria,50.00,,3
670,53,2022-04-05,Completed,Damietta,50.00,,18
671,30,2022-04-06,Completed,Cairo,30.00,,3
672,401,2022-04-06,Completed,Giza,30.00,,3
673,77,2022-04-06,Completed,Alexandria,50.00,,3
674,19,2022-04-06,Completed,Giza,30.00,,18
675,171,2022-04-06,Completed,Cairo,30.00,,18
676,92,2022-04-06,Completed,Luxor,50.00,,8
677,345,2022-04-06,Completed,Giza,30.00,,18
678,44,2022-04-07,Completed,Cairo,30.00,,10
679,81,2022-04-07,Completed,Cairo,30.00,,8
680,3,2022-04-07,Completed,Mansoura,50.00,,8
681,95,2022-04-08,Completed,Damietta,50.00,,9
682,234,2022-04-08,Completed,Cairo,30.00,,3
683,488,2022-04-08,Completed,Damietta,50.00,,11
684,352,2022-04-08,Completed,Cairo,30.00,,10
685,478,2022-04-08,Completed,Cairo,30.00,,18
686,199,2022-04-08,Cancelled,Luxor,50.00,,3
687,79,2022-04-08,Completed,Tanta,50.00,,18
688,81,2022-04-08,Completed,Giza,30.00,,3
689,40,2022-04-08,Completed,Assiut,50.00,,8
690,86,2022-04-09,Cancelled,Alexandria,50.00,,18
691,129,2022-04-09,Completed,Ismailia,50.00,,8
692,275,2022-04-09,Completed,Cairo,30.00,,18
693,192,2022-04-09,Completed,Tanta,50.00,,9
694,64,2022-04-09,Cancelled,Mansoura,50.00,,9
695,408,2022-04-09,Completed,Cairo,30.00,,9
696,112,2022-04-09,Completed,Cairo,30.00,,11
697,330,2022-04-10,Completed,Cairo,30.00,,3
698,82,2022-04-10,Completed,Ismailia,50.00,,10
699,495,2022-04-10,Pending,Cairo,30.00,,9
700,448,2022-04-10,Completed,Alexandria,50.00,,9
701,15,2022-04-10,Cancelled,Cairo,30.00,,9
