276,165,18,1,6366.88
277,166,14,2,994.11
278,167,43,1,495.44
279,168,31,2,289.36
280,168,7,2,884.28
281,169,44,1,740.71
282,169,38,2,2781.66
283,169,41,2,2178.58
284,170,19,1,4549.23
285,171,34,1,308.37
286,171,16,1,2427.60
287,172,11,3,8064.91
288,173,44,1,746.92
289,173,25,1,9073.16
290,173,24,1,2013.53
291,174,17,1,3847.03
292,175,2,1,31310.44
293,176,27,2,1475.19
294,176,4,2,8573.73
295,177,22,1,5305.09
296,178,26,2,18737.15
297,179,2,1,30830.56
298,180,37,2,1220.33
299,181,22,2,5417.63
300,181,39,1,1767.36
301,181,30,1,1838.47
302,182,6,1,21137.15
303,183,31,1,273.06
304,183,37,1,1247.55
305,184,27,1,1467.54
306,184,41,2,2268.71
307,185,14,1,997.02
308,186,9,2,5449.22
309,187,34,1,296.79
310,188,38,3,2936.78
311,189,9,1,5246.67
312,190,44,1,714.06
313,191,4,1,8641.56
314,192,2,1,32285.53
315,193,22,1,5014.49
316,193,18,2,6435.42
317,194,4,1,8243.43
318,194,42,1,1455.80
319,195,14,2,981.60
320,195,25,1,8466.45
321,195,39,3,1720.24
322,196,4,1,8580.91
323,197,36,1,653.75
324,198,20,2,3812.04
325,199,34,1,313.45
326,200,18,1,6528.44
327,201,12,1,9727.62
328,201,40,1,898.15
329,201,44,1,745.76
330,202,16,2,2374.54
331,203,42,1,1443.51
332,203,2,1,30838.74
333,204,34,1,314.52
334,204,5,2,9018.85
335,205,45,3,872.87
336,206,23,3,2901.69
337,206,15,1,3353.43
338,206,5,1,9611.13
339,207,16,2,2383.84
340,207,1,3,18693.62
341,208,19,1,4538.04
342,208,9,1,5394.63
343,209,39,1,1783.47
344,209,15,2,3247.24
345,210,7,2,843.81
346,210,26,1,17276.93
347,211,26,2,17325.48
348,212,14,3,943.58
349,212,27,1,1524.72
350,213,6,2,21772.33
351,214,41,1,2178.33
352,214,11,1,7553.58
353,215,29,1,2242.05
354,216,45,1,845.54
355,217,26,3,17684.76
356,218,42,1,1454.88
357,219,39,1,1814.54
358,219,1,1,18163.28
359,220,9,1,5487.14
360,220,21,1,3178.83
361,221,32,1,213.14
362,221,25,1,9309.04
363,221,19,1,4417.69
364,221,2,3,33339.06
365,222,19,1,4701.25
366,222,8,1,449.23
367,222,29,1,2215.76
368,223,9,1,5276.05
369,223,38,1,2682.48
370,223,23,1,2933.56
371,223,26,1,17170.88
372,224,24,2,2033.56
373,224,3,1,2857.12
374,224,1,1,19328.60
375,225,32,1,230.83
376,225,23,1,2839.92
377,226,38,1,2688.47
378,226,13,2,1771.18
379,227,42,1,1446.99
380,228,18,1,6665.25
381,229,43,1,472.54
382,230,11,1,8050.26
383,230,15,1,3045.02
384,230,13,1,1717.53
385,230,27,2,1499.77
386,231,9,2,5657.02
387,232,42,1,1442.69
388,232,28,1,438.26
389,232,9,3,5629.13
390,233,2,1,31445.22
391,234,45,2,833.43
392,234,6,3,23014.27
393,234,42,1,1387.12
394,235,32,1,217.37
395,235,17,3,3909.81
396,236,20,1,3751.62
397,237,5,1,9342.89
398,238,35,1,331.97
399,238,43,1,491.88
400,238,27,1,1454.74
401,239,15,1,3336.59
402,240,28,1,446.24
403,240,41,1,2185.52
404,241,20,1,3701.33
405,242,43,2,478.69
406,243,1,3,18112.85
407,243,33,1,269.98
408,244,40,1,934.43
409,245,20,2,3886.94
410,245,16,3,2445.72
411,246,3,2,2881.32
412,246,23,1,2676.68
413,246,2,3,30502.02
414,247,18,1,6282.37
415,248,4,1,8855.10
416,248,30,2,1846.53
417,248,13,1,1835.45
418,249,32,3,227.58
419,250,18,2,6399.48
420,250,41,1,2240.84
421,251,2,1,30840.66
422,252,23,1,2849.44
423,252,8,1,456.12
424,253,22,1,5036.20
425,254,20,1,3946.19
426,254,14,1,946.58
427,255,44,1,763.84
428,256,32,1,226.54
429,256,40,2,883.25
430,256,22,1,5281.55
431,257,18,1,6295.02
432,257,11,1,7616.07
433,258,44,3,772.96
434,258,25,1,9070.79
435,259,32,1,221.19
436,259,15,1,3151.54
437,260,6,1,22564.52
438,261,39,1,1726.88
439,261,41,1,2288.41
440,261,6,1,22723.35
441,261,38,1,2851.59
442,262,45,3,843.02
443,262,3,1,2812.27
444,263,30,1,1789.61
445,264,9,2,5592.29
446,265,24,2,2049.04
447,265,28,1,461.40
448,265,11,1,7610.88
449,266,42,1,1352.37
450,267,4,1,8146.26
451,267,28,2,438.32
452,268,16,1,2507.96
453,268,40,1,919.45
454,269,22,1,5111.56
455,270,38,1,2889.85
456,270,35,3,326.52
457,271,15,1,3071.99
458,272,14,1,924.27
459,273,36,3,666.98
460,273,34,1,313.07
461,274,42,1,1381.70
462,274,10,2,1188.09
463,275,44,1,725.68
464,276,7,1,847.57
465,276,16,2,2385.98
466,277,39,1,1729.84
467,278,38,1,2739.87
468,279,6,1,22455.95
469,280,16,2,2369.40
470,280,28,3,431.31
471,281,42,2,1423.03
472,282,31,1,269.00
473,282,8,1,434.12
474,283,44,1,741.74
475,283,30,2,1771.15
476,284,29,1,2125.58
477,285,28,1,455.15
478,286,33,1,263.08
479,286,32,1,222.06
480,287,37,2,1234.42
481,288,44,1,770.85
482,289,2,1,32207.62
483,290,32,1,215.42
484,290,1,2,18944.90
485,291,6,1,21503.16
486,291,24,1,2164.86
487,291,13,1,1733.57
488,292,34,1,301.65
489,292,16,1,2331.13
490,293,41,1,2159.57
491,293,23,1,2873.15
492,293,4,1,8626.29
493,294,1,1,18904.83
494,295,27,1,1493.89
495,296,41,1,2246.42
496,297,28,1,431.83
497,298,16,2,2439.61
498,299,5,1,9430.32
499,300,16,1,2294.43
500,301,11,1,7593.32
501,301,10,1,1160.29
502,302,12,2,9728.22
503,302,3,1,2681.50
504,303,25,1,9148.96
505,303,34,1,297.46
506,304,35,1,325.36
507,305,45,1,828.37
508,306,1,1,18519.02
509,307,42,1,1355.79
510,307,32,1,216.78
511,308,45,2,873.85
512,309,1,1,18612.16
513,309,30,2,1714.97
514,309,8,1,451.49
515,309,28,1,432.19
516,310,1,1,17724.71
517,311,38,2,2834.22
518,312,20,1,3748.08
519,312,24,1,2024.77
520,313,22,1,4999.74
521,314,28,1,438.13
522,315,44,2,764.11
523,316,33,2,269.01
524,316,27,1,1478.16
525,317,26,2,17787.03
526,318,35,3,315.91
527,318,15,1,3186.81
528,319,34,1,293.59
529,320,11,1,7969.56
530,320,9,3,5591.97
531,320,14,3,931.18
532,320,44,2,778.93
533,321,28,1,437.33
534,322,44,1,772.92
535,323,7,1,822.30
536,324,24,1,2042.62
537,324,12,1,9965.83
538,325,14,1,905.09
539,325,27,1,1471.98
540,326,37,1,1248.29
541,326,25,3,8647.64
542,327,15,1,3213.21
543,327,1,1,18691.20
544,328,26,1,17241.76
545,328,15,1,3352.17
546,329,10,1,1217.26
547,329,39,1,1720.38
548,330,15,1,3053.98
549,331,25,2,9065.18
550,332,6,1,21182.22
551,332,35,1,319.35
552,333,2,1,31828.32
553,333,6,1,23075.58
554,334,4,2,8483.39
555,335,34,2,310.10
556,335,40,1,897.19
557,336,19,1,4555.93
558,336,38,1,2705.14
559,337,7,1,853.93
560,337,32,1,216.39
561,337,8,1,450.76
562,338,40,1,883.38
563,339,1,1,18743.91
564,339,28,1,470.59
565,339,5,2,9113.87
566,340,27,1,1439.12
567,341,24,1,2032.38
568,341,23,2,2776.04
569,342,20,1,3692.81
570,343,33,1,270.18
571,343,5,1,9374.56
572,343,6,1,22177.68
573,344,26,3,17400.04
574,344,34,1,307.91
575,345,1,1,19408.55
576,345,32,1,226.50
577,346,8,1,471.77
578,346,25,1,9274.62
579,347,16,1,2406.45
580,347,5,1,8773.70
581,347,31,2,274.69
582,348,4,1,8213.84
583,348,16,1,2351.00
584,349,22,1,5301.32
585,349,33,3,268.33
586,350,39,3,1808.67
587,351,10,3,1166.14
588,351,31,1,270.07
589,351,18,1,6799.70
590,352,29,2,2105.34
591,353,12,1,9859.26
592,353,21,1,3309.77
593,354,17,2,3953.75
594,354,32,1,224.47
595,354,27,1,1453.18
596,355,8,1,453.22
597,355,45,1,829.45
598,355,35,2,327.15
599,356,21,1,3164.68
600,356,15,2,3232.99
601,357,31,1,280.60
602,358,40,1,913.44
603,358,3,1,2761.46
604,359,35,1,312.88
605,359,30,2,1811.23
606,360,39,2,1792.96
607,360,12,1,9872.43
608,361,6,1,22018.09
609,362,14,1,961.56
610,363,28,1,449.02
611,364,31,1,285.79
612,365,12,1,9187.20
613,365,20,2,3712.74
614,365,9,1,5513.87
615,365,42,2,1431.06
616,366,4,3,8232.10
617,366,27,1,1471.90
618,366,44,3,719.56
619,367,42,1,1353.55
620,367,20,2,3820.04
621,368,10,1,1173.54
622,368,43,2,492.19
623,368,2,1,32322.95
624,369,23,2,2922.63
625,370,33,1,248.69
626,371,18,1,6696.76
627,372,20,1,3683.11
628,373,5,1,9034.33
629,373,13,2,1734.16
630,374,6,1,22018.86
631,374,44,2,741.42
632,374,41,1,2288.40
633,375,2,1,31626.66
634,375,42,1,1355.37
635,376,12,1,9190.77
636,376,3,1,2859.11
637,377,43,3,476.32
638,378,11,1,7592.31
639,379,6,1,22736.48
640,379,37,1,1205.01
641,380,39,1,1821.80
642,380,44,1,772.05
643,381,42,1,1350.83
644,382,28,1,450.56
645,383,27,1,1545.89
646,384,35,1,311.62
647,384,39,1,1776.77
648,385,34,3,292.63
649,385,25,1,8841.85
650,385,28,2,464.04
651,386,16,2,2322.38
652,387,9,1,5472.37
653,387,36,1,701.84
654,387,22,1,5388.22
655,388,36,1,709.64
656,389,24,2,2188.44
657,389,39,2,1865.81
658,389,18,1,6452.50
659,390,28,1,454.54
660,390,19,2,4486.65
661,390,21,1,3122.76
662,391,36,1,646.31
663,392,38,1,2814.13
664,392,22,3,5050.38
665,393,19,2,4549.73
666,394,25,1,8840.94
667,395,35,1,312.26
668,396,45,1,867.02
669,397,2,1,33108.09
670,397,28,1,468.37
671,397,38,1,2929.74
672,398,34,1,313.54
673,399,29,1,2195.70
674,399,7,1,844.23
675,400,42,1,1405.99
676,401,2,1,31972.46
677,401,44,1,754.72
678,402,12,1,9222.11
679,402,14,3,960.52
680,403,28,1,428.34
681,403,37,3,1251.16
682,404,2,1,32900.93
683,405,37,2,1167.52
684,406,3,1,2859.34
685,407,12,1,9814.87
686,407,36,1,657.41
687,407,28,1,447.56
688,408,3,2,2752.52
689,409,44,2,787.42
690,409,16,1,2321.38
691,409,35,1,330.59
692,409,21,1,3292.67
693,410,16,1,2417.51
694,410,34,2,297.22
695,411,4,1,8349.61
696,411,43,1,456.91
697,412,2,1,32249.94
698,412,6,1,21084.93
699,412,10,2,1217.82
700,413,19,1,4501.67
701,414,32,1,220.53
702,415,4,1,8427.71
703,415,14,1,920.96
704,416,17,1,3716.88
705,417,17,1,3837.14
706,417,26,2,18393.72
707,418,35,1,334.82
708,419,24,1,2083.55
709,420,4,1,8261.86
710,421,29,1,2280.61
711,422,28,1,446.11
712,423,16,3,2386.68
713,424,3,1,2912.48
714,425,39,2,1757.69
715,425,32,1,226.01
716,426,18,1,6597.54
717,427,33,1,269.06
718,427,22,1,5179.04
719,427,9,1,5679.20
720,428,16,1,2391.78
721,429,19,1,4342.63
722,429,2,3,31936.06
723,430,6,1,21879.33
724,431,6,1,22559.64
725,432,42,1,1412.37
726,432,14,2,963.62
727,433,18,2,6692.60
728,434,23,2,2702.00
729,435,17,1,3983.61
730,435,22,2,5280.44
731,436,16,1,2323.27
732,437,44,1,743.37
733,438,41,2,2098.10
734,438,44,1,776.66
735,438,43,1,459.78
736,438,1,1,18029.20
737,439,43,1,476.23
738,440,45,2,850.16
739,441,26,3,17256.17
740,441,21,1,3323.75
741,442,29,1,2106.83
742,442,18,2,6480.75
743,443,6,1,22581.05
744,444,32,1,215.17
745,445,38,1,2847.94
746,446,25,2,8469.08
747,446,36,1,655.06
748,446,10,1,1257.35
749,447,2,1,30616.96
750,447,34,2,306.04
751,448,1,1,17918.98
752,448,12,1,9296.48
753,449,18,2,6617.27
754,450,28,3,430.52
755,450,12,1,9088.87
756,451,35,1,313.84
757,451,25,2,8644.76
758,451,3,1,2685.28
759,452,33,1,253.79
760,453,20,2,3611.01
761,454,17,1,3616.34
762,455,44,2,748.56
763,455,11,1,7688.73
764,455,15,1,3333.05
765,456,27,3,1554.68
766,456,20,1,3646.29
767,457,14,3,909.75
768,458,1,1,18266.69
769,458,10,1,1253.36
770,459,21,1,3065.13
771,460,40,3,945.38
772,461,11,1,7791.39
773,462,22,2,4970.10
774,462,40,1,901.93
775,463,5,3,9043.87
776,463,11,2,8064.81
777,463,36,3,653.52
778,464,40,1,923.50
779,465,7,1,872.29
780,465,38,1,2813.36
781,465,15,2,3053.14
782,466,13,3,1721.71
783,467,25,1,8568.15
784,468,12,3,9122.66
785,468,20,1,3750.59
786,469,16,3,2483.28
787,470,7,1,820.65
788,470,12,3,9305.43
789,470,5,3,9012.07
790,471,13,1,1769.82
791,472,24,2,2194.98
792,472,13,1,1717.02
793,473,20,1,3780.92
794,474,43,2,485.60
795,474,7,2,842.12
796,475,20,2,3731.51
797,475,43,1,496.29
798,476,20,1,3946.81
799,477,36,2,658.50
800,478,10,3,1242.92
801,478,27,1,1476.19
802,479,20,1,3965.28
803,480,7,3,885.51
804,480,2,2,33543.05
805,480,27,1,1517.38
806,481,45,2,861.60
807,482,17,1,3891.22
808,483,10,1,1200.41
809,484,44,1,773.29
810,485,41,1,2233.08
811,486,40,1,909.09
812,487,34,1,293.13
813,488,6,1,22151.15
814,488,1,1,19054.36
815,489,41,1,2257.21
816,489,23,1,2787.64
817,490,11,1,8158.93
818,490,10,1,1249.54
819,491,22,1,5322.21
820,492,13,1,1879.07
821,493,23,1,2753.71
822,494,3,3,2907.68
823,494,22,2,4952.00
824,494,44,3,781.01
825,495,26,1,18094.35
826,495,2,1,33392.97
827,495,25,1,8466.39
828,496,20,1,3972.76
829,496,31,1,293.43
830,497,3,2,2837.68
831,497,38,3,2823.64
832,497,2,1,31654.86
833,497,17,1,3687.61
834,498,25,1,9203.49
835,499,9,1,5532.38
836,500,33,2,256.90
837,500,29,1,2306.16
838,501,40,1,962.23
839,501,16,1,2310.71
840,501,5,3,9515.88
841,501,14,1,910.88
842,502,13,1,1711.64
843,503,38,1,2870.91
844,504,6,1,22019.67
845,504,37,1,1154.55
846,504,40,2,897.58
847,505,38,1,2861.11
848,505,21,1,3063.49
849,505,16,2,2309.29
850,505,36,1,684.31
851,506,24,1,2087.50
852,507,38,2,2928.05
853,507,23,1,2720.21
854,508,37,1,1166.53
855,509,26,1,18101.87
856,509,32,2,225.70
857,510,41,1,2259.45
858,511,22,1,5248.36
859,511,25,1,9144.13
860,511,45,3,852.96
861,512,11,1,7538.50
862,513,1,1,17860.39
863,513,8,1,429.38
864,514,33,1,254.75
865,514,22,3,5159.65
866,514,28,3,456.26
867,515,40,1,947.76
868,515,26,1,18852.42
869,516,37,2,1196.99
870,516,21,1,3113.94
871,517,6,1,21658.15
872,517,31,2,275.23
873,518,33,1,254.14
874,518,45,2,889.56
875,519,44,1,760.21
876,520,25,1,9131.95
877,520,44,2,761.39
878,520,11,2,7892.68
879,520,28,1,442.56
880,521,27,1,1472.74
881,522,42,1,1345.62
882,522,28,1,451.32
883,523,1,3,17667.17
884,524,23,2,2770.88
885,524,33,1,247.98
886,524,12,2,9335.92
887,524,4,1,8618.41
888,525,18,1,6515.81
889,526,14,2,959.52
890,526,20,1,3765.88
891,527,41,1,2145.89
892,528,4,2,8818.11
893,528,6,3,21504.11
894,529,13,1,1722.96
895,529,20,2,3940.78
896,530,16,1,2491.47
897,531,32,1,216.61
898,532,27,2,1476.76
899,533,26,1,17887.35
900,533,3,2,2920.79
901,534,26,1,17344.86
902,534,41,1,2254.87
903,534,45,1,866.72
904,535,40,1,929.14
905,535,37,1,1203.69
906,536,27,1,1500.20
907,536,29,2,2127.56
908,536,41,1,2283.87
909,536,44,1,736.57
910,537,42,1,1450.53
911,537,43,1,477.79
912,537,14,2,954.66
913,538,11,1,7735.09
914,539,39,1,1795.98
915,540,19,1,4527.53
916,540,26,2,17140.28
917,541,22,1,5346.26
918,542,37,1,1147.76
919,542,7,1,838.98
920,543,44,1,734.92
921,544,39,1,1830.99
922,544,11,1,7624.96
923,545,34,2,300.52
924,545,44,1,762.22
925,546,29,1,2167.11
926,547,38,1,2761.26
927,547,3,1,2831.57
928,548,14,2,923.65
929,548,41,2,2208.15
930,549,7,2,875.56
931,549,22,1,5013.25
932,550,38,1,2831.50
933,551,32,1,228.03
934,551,26,1,17747.90
935,551,45,1,818.12
936,552,4,1,8882.28
937,553,30,2,1820.62
938,553,15,1,3252.23
939,554,43,1,462.41
940,554,17,1,3748.81
941,554,45,3,836.13
942,555,15,1,3247.41
943,556,32,1,220.75
944,556,20,2,3752.16
945,557,43,1,467.41
946,558,24,3,2068.40
947,559,44,2,771.43
948,560,32,2,216.97
949,560,39,1,1827.65
950,560,20,1,3669.05
951,561,34,1,308.30
952,561,17,1,3700.57
953,561,41,2,2234.14
954,562,20,1,3705.62
955,562,29,2,2309.36
956,562,1,1,18900.19
957,562,2,1,33533.03
958,563,32,1,215.40
959,563,45,1,868.16
960,564,3,2,2799.81
961,564,34,1,306.42
962,565,8,1,436.09
963,566,7,1,859.84
964,566,2,1,33108.43
965,566,5,2,9143.26
966,567,25,1,9158.61
967,568,3,1,2781.09
968,569,34,1,287.94
969,569,21,3,3089.95
970,570,24,2,2044.63
971,570,38,1,2881.61
972,571,29,1,2167.65
973,571,26,1,17871.19
974,572,24,1,2004.55
975,572,44,1,722.11
976,572,23,1,2720.03
977,572,34,2,314.01
978,573,23,2,2870.92
979,574,5,1,9295.31
980,574,18,3,6376.43
981,575,20,3,3696.15
982,576,44,3,736.02
983,577,37,1,1238.42
984,577,27,1,1529.18
985,578,2,2,33133.29
986,578,13,2,1711.98
987,579,30,1,1751.10
988,580,41,1,2170.25
989,581,25,1,9211.32
990,581,2,1,33573.32
991,581,33,1,270.32
992,582,38,3,2858.11
993,583,10,2,1202.77
994,583,33,1,262.17
995,584,9,1,5751.30
996,585,11,1,7922.99
997,585,5,1,8886.34
998,586,7,1,874.63
999,587,10,2,1243.82
1000,587,22,1,5334.28
1001,588,17,1,3713.68
1002,589,45,1,877.11
1003,589,14,1,990.33
1004,589,12,1,9117.68
1005,590,35,2,332.96
1006,590,43,1,466.26
1007,591,13,1,1735.99
1008,591,33,1,268.46
1009,591,2,1,30720.86
1010,592,29,1,2261.67
1011,592,28,1,467.90
1012,593,6,1,21264.79
1013,593,17,3,3709.19
1014,593,25,1,8631.51
1015,594,4,2,8169.60
1016,595,35,1,316.45
1017,596,33,1,267.22
1018,597,30,2,1711.90
1019,597,31,1,284.62
1020,597,3,1,2931.97
1021,598,30,1,1843.28
1022,599,31,1,279.52
1023,600,41,3,2199.78
1024,600,27,1,1506.84
1025,600,12,2,9400.01
1026,601,20,1,3758.17
1027,602,3,2,2847.96
1028,602,15,1,3135.16
1029,603,26,1,17872.92
1030,604,38,1,2772.36
1031,605,44,2,758.19
1032,606,17,2,3826.27
1033,607,32,1,216.40
1034,607,42,1,1346.03
1035,607,1,3,18408.66
1036,607,15,1,3216.74
1037,608,24,1,2034.44
1038,608,36,3,655.67
1039,609,1,1,17899.03
1040,610,16,3,2454.87
1041,610,5,2,9053.65
1042,610,39,1,1853.26
1043,610,41,1,2114.88
1044,611,2,2,31857.59
1045,611,36,2,680.98
1046,612,39,1,1849.09
1047,613,15,2,3304.82
1048,614,40,1,874.39
1049,615,16,2,2358.31
1050,616,20,1,3706.41
1051,617,45,1,881.97
1052,617,23,2,2745.19
1053,618,6,1,21090.92
1054,618,10,1,1201.59
1055,618,35,1,326.61
1056,619,1,1,18977.98
1057,619,15,1,3071.99
1058,620,6,1,20971.85
1059,620,32,1,218.94
1060,620,45,1,856.22
1061,621,17,3,3875.49
1062,622,6,3,21457.41
1063,623,41,1,2142.59
1064,623,36,1,663.60
1065,623,38,2,2786.99
1066,624,30,2,1711.69
1067,624,43,1,470.89
1068,624,28,3,457.02
1069,625,38,1,2847.12
1070,625,30,1,1724.41
1071,626,16,1,2322.49
1072,626,3,1,2777.66
1073,627,29,2,2148.09
1074,627,22,2,5000.48
1075,627,32,1,220.94
1076,628,3,2,2935.30
1077,628,38,2,2720.82
1078,628,20,1,3645.24
1079,629,2,2,33104.40
1080,630,4,1,8737.53
1081,631,24,2,2057.77
1082,631,38,1,2892.95
1083,632,4,1,8919.25
1084,633,20,2,3747.58
1085,634,23,1,2701.96
1086,634,27,1,1493.39
1087,635,44,1,734.70
1088,636,44,1,727.74
1089,637,33,1,264.82
1090,638,23,1,2781.48
1091,638,27,2,1534.34
1092,639,42,2,1387.08
1093,640,9,3,5654.98
1094,641,40,2,914.74
1095,642,30,1,1777.43
