274,274,2022-02-08,Credit Card,3775.88,Paid
275,275,2022-02-08,Bank Transfer,734.68,Paid
276,276,2022-02-07,Vodafone Cash,5637.53,Paid
277,277,2022-02-07,Cash,1738.84,Paid
278,278,2022-02-08,Credit Card,2761.87,Pending
279,279,2022-02-09,Vodafone Cash,22464.95,Paid
280,280,2022-02-09,Instapay,6047.73,Paid
281,281,2022-02-08,Credit Card,2855.06,Paid
282,282,2022-02-10,Instapay,715.12,Paid
283,283,2022-02-10,Credit Card,4296.04,Paid
284,284,2022-02-08,Cash,2145.58,Paid
285,285,2022-02-08,Instapay,464.15,Paid
286,286,2022-02-10,Credit Card,494.14,Refunded
287,287,2022-02-09,Credit Card,2477.84,Paid
288,288,2022-02-11,Vodafone Cash,788.85,Paid
289,289,2022-02-10,Instapay,32216.62,Pending
290,290,2022-02-10,Cash,38114.22,Pending
291,291,2022-02-10,Cash,25410.59,Paid
292,292,2022-02-10,Bank Transfer,2657.78,Paid
293,293,2022-02-10,Cash,13671.01,Paid
294,294,2022-02-12,Credit Card,18913.83,Paid
295,295,2022-02-10,Cash,1508.89,Paid
296,296,2022-02-11,Cash,2255.42,Pending
297,297,2022-02-11,Cash,443.83,Paid
298,298,2022-02-11,Instapay,4894.22,Paid
299,299,2022-02-11,Bank Transfer,9439.32,Paid
300,300,2022-02-10,Bank Transfer,2316.43,Paid
301,301,2022-02-12,Cash,8765.61,Paid
302,302,2022-02-10,Cash,22146.94,Paid
303,303,2022-02-10,Instapay,9461.42,Failed
304,304,2022-02-10,Instapay,337.36,Paid
305,305,2022-02-12,Cash,837.37,Paid
306,306,2022-02-13,Vodafone Cash,18528.02,Paid
307,307,2022-02-12,Credit Card,1581.57,Paid
308,308,2022-02-13,Vodafone Cash,1756.70,Paid
309,309,2022-02-13,Credit Card,22937.78,Paid
310,310,2022-02-12,Credit Card,17739.71,Paid
311,311,2022-02-14,Cash,5677.44,Paid
312,312,2022-02-12,Vodafone Cash,5781.85,Paid
313,313,2022-02-12,Credit Card,5011.74,Paid
314,314,2022-02-13,Credit Card,447.13,Paid
315,315,2022-02-12,Instapay,1540.22,Paid
316,316,2022-02-13,Credit Card,2025.18,Paid
317,317,2022-02-14,Cash,35589.06,Paid
318,318,2022-02-13,Instapay,4149.54,Paid
319,319,2022-02-14,Credit Card,302.59,Paid
320,320,2022-02-14,Cash,29111.87,Refunded
321,321,2022-02-12,Credit Card,446.33,Paid
322,322,2022-02-14,Credit Card,784.92,Failed
323,323,2022-02-13,Instapay,837.30,Paid
324,324,2022-02-15,Credit Card,12017.45,Paid
325,325,2022-02-15,Vodafone Cash,2399.07,Paid
326,326,2022-02-14,Credit Card,27203.21,Paid
327,327,2022-02-14,Bank Transfer,21919.41,Paid
328,328,2022-02-14,Vodafone Cash,20602.93,Pending
329,329,2022-02-15,Credit Card,2946.64,Paid
330,330,2022-02-15,Instapay,3062.98,Paid
331,331,2022-02-14,Cash,18152.36,Pending
332,332,2022-02-15,Cash,21510.57,Failed
333,333,2022-02-16,Vodafone Cash,54915.90,Paid
334,334,2022-02-16,Instapay,16975.78,Paid
335,335,2022-02-14,Cash,1526.39,Paid
336,336,2022-02-15,Cash,7270.07,Paid
337,337,2022-02-15,Vodafone Cash,1530.08,Paid
338,338,2022-02-16,Vodafone Cash,892.38,Paid
339,339,2022-02-16,Credit Card,37467.24,Failed
340,340,2022-02-17,Bank Transfer,1457.12,Pending
341,341,2022-02-16,Cash,7593.46,Paid
342,342,2022-02-17,Bank Transfer,3704.81,Paid
343,343,2022-02-16,Cash,31831.42,Paid
344,344,2022-02-16,Credit Card,52523.03,Paid
345,345,2022-02-18,Bank Transfer,19644.05,Failed
346,346,2022-02-16,Cash,9764.39,Failed
347,347,2022-02-16,Vodafone Cash,11741.53,Paid
348,348,2022-02-18,Credit Card,10573.84,Paid
349,349,2022-02-17,Cash,6115.31,Paid
350,350,2022-02-18,Credit Card,5451.01,Pending
351,351,2022-02-19,Instapay,10577.19,Paid
352,352,2022-02-18,Credit Card,4228.68,Paid
353,353,2022-02-19,Vodafone Cash,13178.03,Paid
354,354,2022-02-19,Credit Card,9605.15,Paid
355,355,2022-02-18,Vodafone Cash,1951.97,Paid
356,356,2022-02-17,Cash,9639.66,Paid
357,357,2022-02-18,Credit Card,289.60,Paid
358,358,2022-02-18,Cash,3683.90,Paid
359,359,2022-02-18,Instapay,3950.34,Paid
360,360,2022-02-19,Credit Card,13467.35,Paid
361,361,2022-02-19,Instapay,22036.09,Paid
362,362,2022-02-18,Instapay,970.56,Pending
363,363,2022-02-19,Instapay,467.02,Paid
364,364,2022-02-19,Credit Card,297.79,Paid
365,365,2022-02-20,Bank Transfer,25008.67,Paid
366,366,2022-02-19,Instapay,28338.88,Refunded
367,367,2022-02-19,Credit Card,9018.63,Paid
368,368,2022-02-19,Cash,34495.87,Paid
369,369,2022-02-20,Cash,5854.26,Paid
370,370,2022-02-21,Cash,257.69,Paid
371,371,2022-02-21,Cash,6714.76,Paid
372,372,2022-02-20,Credit Card,3695.11,Paid
373,373,2022-02-20,Instapay,12514.65,Paid
374,374,2022-02-22,Instapay,25799.10,Failed
375,375,2022-02-20,Credit Card,33007.03,Paid
376,376,2022-02-22,Vodafone Cash,12061.88,Paid
377,377,2022-02-24,Instapay,1440.96,Paid
378,378,2022-02-22,Instapay,7601.31,Paid
379,379,2022-02-23,Cash,23950.49,Paid
380,380,2022-02-24,Cash,2602.85,Paid
381,381,2022-02-22,Cash,1359.83,Pending
382,382,2022-02-24,Vodafone Cash,465.56,Paid
383,383,2022-02-24,Bank Transfer,1554.89,Paid
384,384,2022-02-22,Credit Card,2103.39,Paid
385,385,2022-02-24,Credit Card,10656.82,Paid
386,386,2022-02-24,Credit Card,4659.76,Paid
387,387,2022-02-25,Cash,11582.43,Failed
388,388,2022-02-25,Bank Transfer,734.64,Paid
389,389,2022-02-25,Vodafone Cash,14570.00,Paid
390,390,2022-02-24,Vodafone Cash,12562.60,Refunded
391,391,2022-02-25,Bank Transfer,655.31,Paid
392,392,2022-02-23,Vodafone Cash,17977.27,Paid
393,393,2022-02-24,Cash,9111.46,Paid
394,394,2022-02-24,Cash,8852.94,Paid
395,395,2022-02-26,Cash,321.26,Paid
396,396,2022-02-25,Vodafone Cash,876.02,Paid
397,397,2022-02-25,Cash,36524.20,Paid
398,398,2022-02-24,Cash,325.54,Paid
399,399,2022-02-26,Credit Card,3051.93,Paid
400,400,2022-02-26,Vodafone Cash,1414.99,Paid
401,401,2022-02-26,Credit Card,32749.18,Paid
402,402,2022-02-25,Instapay,12112.67,Paid
403,403,2022-02-27,Cash,4190.82,Failed
404,404,2022-02-26,Vodafone Cash,32912.93,Pending
405,405,2022-02-27,Credit Card,2344.04,Paid
406,406,2022-02-25,Instapay,2881.34,Paid
407,407,2022-02-27,Credit Card,10928.84,Refunded
408,408,2022-02-25,Vodafone Cash,5514.04,Paid
409,409,2022-02-25,Vodafone Cash,7528.48,Paid
410,410,2022-02-25,Instapay,3023.95,Paid
411,411,2022-02-25,Cash,8818.52,Paid
412,412,2022-02-26,Cash,55779.51,Paid
413,413,2022-02-28,Credit Card,4523.67,Paid
414,414,2022-02-26,Vodafone Cash,229.53,Paid
415,415,2022-02-28,Credit Card,9357.67,Failed
416,416,2022-03-01,Instapay,3725.88,Paid
417,417,2022-03-01,Instapay,40633.58,Paid
418,418,2022-03-01,Credit Card,356.82,Paid
419,419,2022-02-28,Credit Card,2092.55,Pending
420,420,2022-03-02,Instapay,8270.86,Paid
421,421,2022-03-02,Bank Transfer,2295.61,Pending
422,422,2022-03-01,Instapay,466.11,Paid
423,423,2022-02-28,Credit Card,7169.04,Paid
424,424,2022-03-02,Cash,2921.48,Paid
425,425,2022-03-01,Vodafone Cash,3750.39,Pending
426,426,2022-03-01,Instapay,6609.54,Paid
427,427,2022-03-03,Credit Card,11136.30,Paid
428,428,2022-03-01,Instapay,2400.78,Paid
429,429,2022-03-02,Bank Transfer,100168.81,Refunded
430,430,2022-03-03,Cash,21899.33,Failed
431,431,2022-03-02,Credit Card,22577.64,Paid
432,432,2022-03-01,Credit Card,3348.61,Paid
433,433,2022-03-02,Instapay,13394.20,Paid
434,434,2022-03-04,Cash,5413.00,Pending
435,435,2022-03-04,Instapay,14553.49,Pending
436,436,2022-03-04,Credit Card,2343.27,Pending
437,437,2022-03-03,Vodafone Cash,755.37,Paid
438,438,2022-03-04,Credit Card,23473.84,Failed
439,439,2022-03-04,Vodafone Cash,488.23,Paid
440,440,2022-03-03,Credit Card,1709.32,Paid
441,441,2022-03-04,Vodafone Cash,55101.26,Paid
442,442,2022-03-05,Vodafone Cash,15077.33,Paid
443,443,2022-03-04,Credit Card,22590.05,Paid
444,444,2022-03-05,Cash,227.17,Paid
445,445,2022-03-06,Cash,2859.94,Paid
446,446,2022-03-04,Credit Card,18865.57,Paid
447,447,2022-03-06,Instapay,31238.04,Paid
448,448,2022-03-04,Cash,27224.46,Paid
449,449,2022-03-04,Credit Card,13246.54,Pending
450,450,2022-03-04,Credit Card,10389.43,Paid
451,451,2022-03-06,Credit Card,20303.64,Paid
452,452,2022-03-04,Cash,265.79,Pending
453,453,2022-03-04,Bank Transfer,7242.02,Paid
454,454,2022-03-06,Credit Card,3625.34,Paid
455,455,2022-03-05,Instapay,12527.90,Pending
456,456,2022-03-05,Bank Transfer,8319.33,Paid
457,457,2022-03-08,Credit Card,2741.25,Pending
458,458,2022-03-07,Credit Card,19542.05,Paid
459,459,2022-03-08,Credit Card,3077.13,Paid
460,460,2022-03-07,Bank Transfer,2845.14,Paid
461,461,2022-03-06,Instapay,7800.39,Refunded
462,462,2022-03-07,Vodafone Cash,10860.13,Paid
463,463,2022-03-06,Cash,45239.79,Paid
464,464,2022-03-08,Vodafone Cash,941.50,Paid
465,465,2022-03-09,Credit Card,9800.93,Paid
466,466,2022-03-09,Credit Card,5174.13,Paid
467,467,2022-03-08,Bank Transfer,8577.15,Failed
468,468,2022-03-07,Instapay,31127.57,Failed
469,469,2022-03-09,Vodafone Cash,7471.84,Paid
470,470,2022-03-08,Instapay,55793.15,Failed
471,471,2022-03-09,Credit Card,1778.82,Paid
472,472,2022-03-10,Cash,6115.98,Failed
473,473,2022-03-08,Credit Card,3789.92,Refunded
474,474,2022-03-10,Instapay,2667.44,Paid
475,475,2022-03-10,Cash,7968.31,Paid
476,476,2022-03-10,Vodafone Cash,3955.81,Pending
477,477,2022-03-10,Bank Transfer,1326.00,Refunded
478,478,2022-03-10,Bank Transfer,5213.95,Paid
479,479,2022-03-10,Bank Transfer,3974.28,Paid
480,480,2022-03-10,Vodafone Cash,71272.01,Paid
481,481,2022-03-09,Vodafone Cash,1745.20,Paid
482,482,2022-03-11,Vodafone Cash,3900.22,Paid
483,483,2022-03-10,Credit Card,1209.41,Paid
484,484,2022-03-11,Credit Card,782.29,Paid
485,485,2022-03-11,Credit Card,2245.08,Paid
486,486,2022-03-10,Bank Transfer,931.09,Paid
487,487,2022-03-09,Cash,302.13,Paid
488,488,2022-03-09,Credit Card,41214.51,Paid
489,489,2022-03-11,Credit Card,5056.85,Failed
490,490,2022-03-10,Cash,9420.47,Paid
491,491,2022-03-11,Cash,5344.21,Failed
492,492,2022-03-12,Credit Card,1891.07,Paid
493,493,2022-03-10,Credit Card,2768.71,Paid
494,494,2022-03-12,Credit Card,20988.07,Paid
495,495,2022-03-10,Vodafone Cash,59962.71,Paid
496,496,2022-03-12,Instapay,4278.19,Paid
497,497,2022-03-10,Cash,49513.75,Paid
498,498,2022-03-10,Vodafone Cash,9212.49,Paid
499,499,2022-03-11,Bank Transfer,5541.38,Paid
500,500,2022-03-11,Credit Card,2828.96,Paid
501,501,2022-03-11,Credit Card,32740.46,Refunded
502,502,2022-03-12,Cash,1720.64,Paid
503,503,2022-03-12,Instapay,2879.91,Paid
504,504,2022-03-13,Credit Card,24987.38,Paid
505,505,2022-03-12,Cash,11236.49,Pending
506,506,2022-03-13,Credit Card,2096.50,Paid
507,507,2022-03-13,Credit Card,8585.31,Paid
508,508,2022-03-13,Credit Card,1175.53,Paid
509,509,2022-03-12,Credit Card,18562.27,Pending
510,510,2022-03-15,Cash,2268.45,Paid
511,511,2022-03-13,Cash,16960.37,Paid
512,512,2022-03-15,Bank Transfer,7550.50,Paid
513,513,2022-03-15,Vodafone Cash,18298.77,Paid
514,514,2022-03-14,Bank Transfer,17120.48,Paid
515,515,2022-03-14,Instapay,19820.18,Paid
516,516,2022-03-14,Cash,5516.92,Paid
517,517,2022-03-16,Bank Transfer,22217.61,Refunded
518,518,2022-03-16,Credit Card,2042.26,Paid
519,519,2022-03-16,Instapay,769.21,Paid
520,520,2022-03-14,Instapay,26894.65,Paid
521,521,2022-03-17,Bank Transfer,1481.74,Paid
522,522,2022-03-15,Cash,1808.94,Paid
523,523,2022-03-15,Cash,53010.51,Paid
524,524,2022-03-16,Cash,33088.99,Paid
525,525,2022-03-16,Vodafone Cash,6524.81,Paid
526,526,2022-03-17,Credit Card,5693.92,Pending
527,527,2022-03-17,Credit Card,2154.89,Paid
528,528,2022-03-17,Credit Card,82157.55,Paid
529,529,2022-03-18,Credit Card,9619.52,Paid
530,530,2022-03-16,Cash,2500.47,Pending
531,531,2022-03-17,Credit Card,236.61,Paid
532,532,2022-03-16,Credit Card,2962.52,Refunded
533,533,2022-03-16,Instapay,23737.93,Pending
534,534,2022-03-18,Instapay,20484.45,Refunded
535,535,2022-03-19,Bank Transfer,2152.83,Paid
536,536,2022-03-17,Credit Card,8787.76,Paid
537,537,2022-03-18,Credit Card,3846.64,Paid
538,538,2022-03-18,Instapay,7744.09,Paid
539,539,2022-03-19,Cash,1807.98,Paid
